date	cot	min	max	var	pvar	vol
19/05/2015	109,94	109,94	113,10	-3,23	-2,85	595.300
18/05/2015	113,17	111,66	115,00	-1,16	-1,01	494.300
15/05/2015	114,33	110,77	114,41	2,68	2,40	509.500
14/05/2015	111,65	110,58	115,10	-2,60	-2,28	938.900
13/05/2015	114,25	113,12	114,94	0,56	0,49	406.100
12/05/2015	113,69	110,93	114,45	1,80	1,61	480.700
11/05/2015	111,89	110,90	114,00	-2,11	-1,85	558.900
8/05/2015	114,00	110,25	116,49	4,28	3,90	1.313.000
7/05/2015	109,72	104,85	109,72	5,22	5,00	730.400
6/05/2015	104,50	103,00	105,26	1,14	1,10	795.800
5/05/2015	103,36	103,36	105,84	-1,86	-1,77	657.000
4/05/2015	105,22	104,15	109,19	0,17	0,16	1.635.700
30/04/2015	105,05	102,55	105,35	9,37	9,79	2.740.800
29/04/2015	95,68	93,87	96,59	0,83	0,88	1.597.300
28/04/2015	94,85	94,33	95,40	-0,08	-0,08	803.000
27/04/2015	94,93	94,07	96,81	-0,18	-0,19	614.900
24/04/2015	95,11	94,20	95,69	0,70	0,74	547.200
23/04/2015	94,41	92,02	94,41	2,16	2,34	418.200
22/04/2015	92,25	91,50	93,08	0,25	0,27	603.300
20/04/2015	92,00	90,25	92,00	0,77	0,84	407.300
17/04/2015	91,23	90,99	93,49	-1,45	-1,56	606.700
16/04/2015	93,60	92,80	95,74	-1,40	-1,47	443.500
15/04/2015	95,00	93,55	95,71	1,45	1,55	616.800
14/04/2015	93,55	92,97	94,73	0,07	0,07	530.900
13/04/2015	93,48	92,95	94,40	-0,02	-0,02	301.400
10/04/2015	93,50	92,91	94,72	-0,25	-0,27	276.600
9/04/2015	93,75	93,41	94,98	0,18	0,19	491.100
8/04/2015	93,57	93,37	94,58	0,07	0,07	488.100
7/04/2015	93,50	93,39	94,40	-0,22	-0,23	528.600
6/04/2015	93,72	93,21	94,69	0,67	0,72	492.300
2/04/2015	93,05	92,62	94,60	0,44	0,48	633.800
1/04/2015	92,61	91,41	93,54	1,83	2,02	754.100
31/03/2015	90,78	88,71	91,14	1,63	1,83	1.322.000
30/03/2015	89,15	87,47	89,23	1,77	2,03	591.400
27/03/2015	87,38	85,26	87,38	1,13	1,31	741.200
26/03/2015	86,25	85,03	86,83	-0,95	-1,09	513.300
25/03/2015	87,20	86,52	87,86	1,30	1,51	928.200
24/03/2015	85,90	85,64	87,94	0,04	0,05	1.068.700
23/03/2015	85,86	85,28	86,77	-0,64	-0,74	330.900
20/03/2015	86,50	85,44	87,40	1,71	2,02	779.000
19/03/2015	84,79	84,03	85,80	-0,65	-0,76	810.400
18/03/2015	85,60	82,82	85,79	1,40	1,66	615.100
17/03/2015	84,20	81,17	84,27	1,55	1,88	983.100
16/03/2015	82,65	81,10	83,55	0,25	0,30	611.100
13/03/2015	82,40	81,47	83,30	-1,11	-1,33	574.600
12/03/2015	83,51	82,67	84,24	1,31	1,59	773.600
11/03/2015	82,20	80,44	82,90	1,58	1,96	1.417.600
10/03/2015	80,62	80,54	82,56	-1,18	-1,44	1.229.600
9/03/2015	81,80	81,65	83,16	-0,95	-1,15	871.500
6/03/2015	82,75	82,38	83,37	0,25	0,30	463.800
5/03/2015	82,50	81,58	83,60	-0,86	-1,03	823.500
4/03/2015	83,36	82,80	85,09	-1,74	-2,04	783.100
3/03/2015	85,10	84,01	85,45	-0,29	-0,34	873.200
2/03/2015	85,39	83,67	85,60	1,30	1,55	1.066.500
27/02/2015	84,09	82,85	84,60	0,37	0,44	1.084.700
26/02/2015	83,72	83,51	84,75	0,22	0,26	1.073.100
25/02/2015	83,50	81,52	83,85	1,06	1,29	1.280.100
24/02/2015	82,44	80,70	82,79	1,74	2,16	803.600
23/02/2015	80,70	80,30	82,00	-0,05	-0,06	744.000
20/02/2015	80,75	80,33	81,43	-0,25	-0,31	831.800
19/02/2015	81,00	77,91	82,26	2,69	3,44	1.270.700
18/02/2015	78,31	76,70	79,73	0,82	1,06	1.357.600
13/02/2015	77,49	75,45	78,95	5,49	7,62	2.299.100
12/02/2015	72,00	70,75	72,85	1,43	2,03	719.300
11/02/2015	70,57	70,05	71,63	-0,80	-1,12	880.700
10/02/2015	71,37	71,37	73,80	-2,73	-3,68	560.500
9/02/2015	74,10	70,92	74,10	2,10	2,92	990.500
6/02/2015	72,00	71,30	72,99	-1,00	-1,37	821.700
5/02/2015	73,00	71,50	73,70	1,10	1,53	1.459.100
4/02/2015	71,90	69,97	72,40	-0,17	-0,24	855.200
3/02/2015	72,07	71,15	72,50	0,33	0,46	868.400
2/02/2015	71,74	70,76	72,13	1,24	1,76	803.500
30/01/2015	70,50	69,91	72,36	-1,50	-2,08	2.440.700
29/01/2015	72,00	71,50	74,00	0,00	0,00	1.260.300
28/01/2015	72,00	70,79	72,36	0,36	0,50	500.800
27/01/2015	71,64	70,25	72,20	-1,01	-1,39	899.400
26/01/2015	72,65	70,60	72,87	0,21	0,29	1.031.300
23/01/2015	72,44	71,92	73,25	-0,06	-0,08	863.400
22/01/2015	72,50	72,35	74,20	-0,75	-1,02	887.600
21/01/2015	73,25	72,70	74,06	0,25	0,34	672.600
20/01/2015	73,00	72,34	73,85	-0,20	-0,27	621.600
19/01/2015	73,20	73,06	74,65	-1,00	-1,35	497.800
16/01/2015	74,20	73,60	75,00	-0,02	-0,03	601.200
15/01/2015	74,22	73,32	75,10	0,82	1,12	1.050.600
14/01/2015	73,40	73,22	74,60	-0,65	-0,88	746.500
13/01/2015	74,05	73,49	74,94	-0,25	-0,34	653.200
12/01/2015	74,30	72,40	74,67	1,00	1,36	430.200
9/01/2015	73,30	72,70	75,79	-2,70	-3,55	784.800
8/01/2015	76,00	75,11	76,50	0,09	0,12	464.700
7/01/2015	75,91	74,88	76,60	1,27	1,70	751.000
6/01/2015	74,64	73,28	75,37	0,85	1,15	927.300
5/01/2015	73,79	73,19	75,43	-2,11	-2,78	559.100
